file,locale,slug,category,explicit_track,inferred_track,bridge_components,outside_magazine_surface,component_count
src/content/blog/en/lecture-1-ob.mdx,en,lecture-1-ob,Society & Wealth,,magazine,,,2
src/content/blog/en/lecture-1.mdx,en,lecture-1,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/lecture-10-leadership.mdx,en,lecture-10-leadership,Society & Wealth,,magazine,,,2
src/content/blog/en/lecture-10.mdx,en,lecture-10,Myth & Culture,,magazine,,,0
src/content/blog/en/lecture-2-org.mdx,en,lecture-2-org,Society & Wealth,,magazine,,,2
src/content/blog/en/lecture-2.mdx,en,lecture-2,Society & Wealth,,magazine,,,0
src/content/blog/en/lecture-22.mdx,en,lecture-22,Myth & Culture,,magazine,,,0
src/content/blog/en/lecture-3-hrm.mdx,en,lecture-3-hrm,Society & Wealth,,magazine,,,0
src/content/blog/en/lecture-3.mdx,en,lecture-3,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/lecture-4-marketing.mdx,en,lecture-4-marketing,Society & Wealth,,magazine,,,0
src/content/blog/en/lecture-4.mdx,en,lecture-4,Mysticism,,magazine,,,0
src/content/blog/en/lecture-5-om.mdx,en,lecture-5-om,Society & Wealth,,magazine,,,0
src/content/blog/en/lecture-5.mdx,en,lecture-5,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/lecture-6-finance.mdx,en,lecture-6-finance,Society & Wealth,,magazine,,,0
src/content/blog/en/lecture-6.mdx,en,lecture-6,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/lecture-7-accounting.mdx,en,lecture-7-accounting,Society & Wealth,,magazine,,,0
src/content/blog/en/lecture-8-strategy.mdx,en,lecture-8-strategy,Society & Wealth,,magazine,,,2
src/content/blog/en/lecture-8.mdx,en,lecture-8,Myth & Culture,,magazine,,,0
src/content/blog/en/lecture-9-innovation.mdx,en,lecture-9-innovation,Society & Wealth,,magazine,,,2
src/content/blog/en/lecture-9.mdx,en,lecture-9,Myth & Culture,,magazine,,,0
src/content/blog/en/lecture-civil-law-01.mdx,en,lecture-civil-law-01,,,magazine,,,1
src/content/blog/en/lecture-civil-law-02.mdx,en,lecture-civil-law-02,,,magazine,,,1
src/content/blog/en/lecture-civil-law-03.mdx,en,lecture-civil-law-03,,,magazine,,,1
src/content/blog/en/lecture-civil-law-04.mdx,en,lecture-civil-law-04,,,magazine,,,1
src/content/blog/en/lecture-civil-law-05.mdx,en,lecture-civil-law-05,,,magazine,,,1
src/content/blog/en/life-is-a-game.mdx,en,life-is-a-game,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/life-purpose-and-people.mdx,en,life-purpose-and-people,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/life-values-and-happiness.mdx,en,life-values-and-happiness,Magazine,,magazine,,,1
src/content/blog/en/lifestyle-3-elements.mdx,en,lifestyle-3-elements,Mind & Psychology,,magazine,,,0
src/content/blog/en/light-shadow-duet.mdx,en,light-shadow-duet,Philosophy & Spirit,,magazine,,,0
src/content/blog/en/lindy-effect-timeless-wisdom.mdx,en,lindy-effect-timeless-wisdom,Myth & Culture,,magazine,,,0
src/content/blog/en/logic-chain-reasoning-hypothetical-syllogism.mdx,en,logic-chain-reasoning-hypothetical-syllogism,Logic,,magazine,,,0
src/content/blog/en/logic-chain-reasoning-syllogism.mdx,en,logic-chain-reasoning-syllogism,Logic & Philosophy,,magazine,,,0
src/content/blog/en/logic-compound-conditionals-and-or.mdx,en,logic-compound-conditionals-and-or,Logic,,magazine,,,0
src/content/blog/en/logic-conditional-and-or-operators.mdx,en,logic-conditional-and-or-operators,Logic & Philosophy,,magazine,,,0
src/content/blog/en/logic-foundations-converse.mdx,en,logic-foundations-converse,Logic & Philosophy,,magazine,,,0
src/content/blog/en/logic-inference-patterns-guide.mdx,en,logic-inference-patterns-guide,Logic,,magazine,,,0
src/content/blog/en/logic-necessary-sufficient-conditions.mdx,en,logic-necessary-sufficient-conditions,Logic,,magazine,,,0
src/content/blog/en/logic-proof-by-contradiction-induction.mdx,en,logic-proof-by-contradiction-induction,Logic,,magazine,,,0
src/content/blog/en/logic-quantified-statements-all-some-none.mdx,en,logic-quantified-statements-all-some-none,Logic,,magazine,,,0
src/content/blog/en/logic-quantifiers-and-negation.mdx,en,logic-quantifiers-and-negation,Logic,,magazine,,,0
src/content/blog/en/longevity-lifestyle-guide.mdx,en,longevity-lifestyle-guide,Health,,magazine,,,5
src/content/blog/en/looking-glass-self-cooley.mdx,en,looking-glass-self-cooley,Mind & Psychology,,magazine,,,0
src/content/blog/en/lucid-dreaming-astral-projection-consciousness.mdx,en,lucid-dreaming-astral-projection-consciousness,Mind & Psychology,,magazine,,,0
src/content/blog/en/lucid-dreaming-astral-projection-unconscious.mdx,en,lucid-dreaming-astral-projection-unconscious,Mind & Psychology,,magazine,,,0
src/content/blog/en/lucid-dreaming-guide-reality-check.mdx,en,lucid-dreaming-guide-reality-check,Mysticism,,magazine,,,0
src/content/blog/en/lucifer-effect-evil-situation.mdx,en,lucifer-effect-evil-situation,Mind & Psychology,,magazine,,,0
src/content/blog/en/ma-kwang-soo-life-advice.mdx,en,ma-kwang-soo-life-advice,Mind & Psychology,,magazine,,,0
src/content/blog/en/machiavellianism-modern-workplace.mdx,en,machiavellianism-modern-workplace,Mind & Psychology,,magazine,,,0
src/content/blog/en/magazine-acquisition-tax-guide.mdx,en,magazine-acquisition-tax-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-adhd-workplace-guide.mdx,en,magazine-adhd-workplace-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-ai-job-displacement-guide.mdx,en,magazine-ai-job-displacement-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-ai-tools-productivity-guide.mdx,en,magazine-ai-tools-productivity-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-anger-management-guide.mdx,en,magazine-anger-management-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-anger-style-psychology.mdx,en,magazine-anger-style-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-apartment-subscription-guide.mdx,en,magazine-apartment-subscription-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-back-pain-guide.mdx,en,magazine-back-pain-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-baking-guide.mdx,en,magazine-baking-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-bond-investing-guide.mdx,en,magazine-bond-investing-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-boundary-psychology.mdx,en,magazine-boundary-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-budget-travel-guide.mdx,en,magazine-budget-travel-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-burnout-guide.mdx,en,magazine-burnout-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-burnout-psychology.mdx,en,magazine-burnout-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-burnout-recovery-guide.mdx,en,magazine-burnout-recovery-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-camping-beginner-guide.mdx,en,magazine-camping-beginner-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-cancer-prevention-guide.mdx,en,magazine-cancer-prevention-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-capital-gains-tax-guide.mdx,en,magazine-capital-gains-tax-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-car-purchase-guide.mdx,en,magazine-car-purchase-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-career-break-reentry-guide.mdx,en,magazine-career-break-reentry-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-career-development-guide.mdx,en,magazine-career-development-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-checklist-car-rental.mdx,en,magazine-checklist-car-rental,Insights,,magazine,,,2
src/content/blog/en/magazine-checklist-digital-used-trade.mdx,en,magazine-checklist-digital-used-trade,Insights,,magazine,,,2
src/content/blog/en/magazine-checklist-medical.mdx,en,magazine-checklist-medical,Insights,,magazine,,,2
src/content/blog/en/magazine-checklist-overseas-travel.mdx,en,magazine-checklist-overseas-travel,Insights,,magazine,,,1
src/content/blog/en/magazine-checklist-pet.mdx,en,magazine-checklist-pet,Insights,,magazine,,,2
src/content/blog/en/magazine-checklist-real-estate-moving.mdx,en,magazine-checklist-real-estate-moving,Insights,,magazine,,,2
src/content/blog/en/magazine-chess-strategy-guide.mdx,en,magazine-chess-strategy-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-child-education-guide.mdx,en,magazine-child-education-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-children-money-education-guide.mdx,en,magazine-children-money-education-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-chinese-learning-guide.mdx,en,magazine-chinese-learning-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-chronic-pain-guide.mdx,en,magazine-chronic-pain-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-civil-servant-exam-guide.mdx,en,magazine-civil-servant-exam-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-climate-change-guide.mdx,en,magazine-climate-change-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-coding-self-study-guide.mdx,en,magazine-coding-self-study-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-coffee-guide.mdx,en,magazine-coffee-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-college-entrance-guide.mdx,en,magazine-college-entrance-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-communication-skills-guide.mdx,en,magazine-communication-skills-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-communication-style-psychology.mdx,en,magazine-communication-style-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-commute-productivity-guide.mdx,en,magazine-commute-productivity-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-compound-interest-guide.mdx,en,magazine-compound-interest-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-comprehensive-income-tax-guide.mdx,en,magazine-comprehensive-income-tax-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-condolence-etiquette-guide.mdx,en,magazine-condolence-etiquette-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-conflict-style-psychology.mdx,en,magazine-conflict-style-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-cooking-basics-guide.mdx,en,magazine-cooking-basics-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-coping-style-psychology.mdx,en,magazine-coping-style-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-creativity-type-psychology.mdx,en,magazine-creativity-type-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-credit-card-strategy-guide.mdx,en,magazine-credit-card-strategy-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-credit-score-guide.mdx,en,magazine-credit-score-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-crypto-bitcoin-guide.mdx,en,magazine-crypto-bitcoin-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-cycling-guide.mdx,en,magazine-cycling-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-debt-management-guide.mdx,en,magazine-debt-management-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-decision-making-psychology.mdx,en,magazine-decision-making-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-decluttering-guide.mdx,en,magazine-decluttering-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-dental-care-guide.mdx,en,magazine-dental-care-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-diabetes-prevention-guide.mdx,en,magazine-diabetes-prevention-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-diet-psychology-guide.mdx,en,magazine-diet-psychology-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-digital-detox-guide.mdx,en,magazine-digital-detox-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-digital-minimalism-guide.mdx,en,magazine-digital-minimalism-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-disc-personality-psychology.mdx,en,magazine-disc-personality-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-dividend-investing-guide.mdx,en,magazine-dividend-investing-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-divorce-guide.mdx,en,magazine-divorce-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-drawing-guide.mdx,en,magazine-drawing-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-earned-income-tax-credit-guide.mdx,en,magazine-earned-income-tax-credit-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-economics-basics-guide.mdx,en,magazine-economics-basics-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-egogram-psychology.mdx,en,magazine-egogram-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-elderly-parent-care-guide.mdx,en,magazine-elderly-parent-care-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-electric-vehicle-guide.mdx,en,magazine-electric-vehicle-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-emergency-preparedness-guide.mdx,en,magazine-emergency-preparedness-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-emotion-regulation-psychology.mdx,en,magazine-emotion-regulation-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-emotional-intelligence-guide.mdx,en,magazine-emotional-intelligence-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-emotional-intelligence-psychology.mdx,en,magazine-emotional-intelligence-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-empathy-psychology.mdx,en,magazine-empathy-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-employment-insurance-guide.mdx,en,magazine-employment-insurance-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-english-learning-guide.mdx,en,magazine-english-learning-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-english-pronunciation-guide.mdx,en,magazine-english-pronunciation-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-enneagram-introduction.mdx,en,magazine-enneagram-introduction,Magazine,,magazine,,,1
src/content/blog/en/magazine-estate-auction-guide.mdx,en,magazine-estate-auction-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-etf-beginner-guide.mdx,en,magazine-etf-beginner-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-etf-investing-guide.mdx,en,magazine-etf-investing-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-exercise-habit-guide.mdx,en,magazine-exercise-habit-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-family-holiday-conflict-guide.mdx,en,magazine-family-holiday-conflict-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-fire-movement-guide.mdx,en,magazine-fire-movement-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-focus-concentration-guide.mdx,en,magazine-focus-concentration-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-food-allergy-guide.mdx,en,magazine-food-allergy-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-freelancer-career-guide.mdx,en,magazine-freelancer-career-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-freelancer-guide.mdx,en,magazine-freelancer-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-freelancer-tax-guide.mdx,en,magazine-freelancer-tax-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-future-jobs-certifications.mdx,en,magazine-future-jobs-certifications,Insights,magazine,magazine,,,3
src/content/blog/en/magazine-game-addiction-guide.mdx,en,magazine-game-addiction-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-gap-year-guide.mdx,en,magazine-gap-year-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-gift-tax-guide.mdx,en,magazine-gift-tax-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-global-tax-investing-guide.mdx,en,magazine-global-tax-investing-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-gomoku-strategy-guide.mdx,en,magazine-gomoku-strategy-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-government-pension-comparison.mdx,en,magazine-government-pension-comparison,Magazine,,magazine,,,0
src/content/blog/en/magazine-graduate-school-guide.mdx,en,magazine-graduate-school-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-growth-mindset-psychology.mdx,en,magazine-growth-mindset-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-gut-health-guide.mdx,en,magazine-gut-health-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-habit-formation-guide.mdx,en,magazine-habit-formation-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-hair-care-guide.mdx,en,magazine-hair-care-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-health-checkup-guide.mdx,en,magazine-health-checkup-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-health-insurance-guide.mdx,en,magazine-health-insurance-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-hiking-guide.mdx,en,magazine-hiking-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-home-cooking-meal-prep-guide.mdx,en,magazine-home-cooking-meal-prep-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-home-workout-guide.mdx,en,magazine-home-workout-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-house-cleaning-routine-guide.mdx,en,magazine-house-cleaning-routine-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-houseplant-guide.mdx,en,magazine-houseplant-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-hypertension-guide.mdx,en,magazine-hypertension-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-inheritance-tax-guide.mdx,en,magazine-inheritance-tax-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-insurance-guide.mdx,en,magazine-insurance-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-interior-design-guide.mdx,en,magazine-interior-design-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-intermittent-fasting-guide.mdx,en,magazine-intermittent-fasting-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-introvert-extrovert-psychology.mdx,en,magazine-introvert-extrovert-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-investment-guide.mdx,en,magazine-investment-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-investment-psychology-guide.mdx,en,magazine-investment-psychology-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-isa-guide.mdx,en,magazine-isa-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-japanese-learning-guide.mdx,en,magazine-japanese-learning-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-jeonse-fraud-prevention-guide.mdx,en,magazine-jeonse-fraud-prevention-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-jeonse-vs-rent-guide.mdx,en,magazine-jeonse-vs-rent-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-job-change-guide.mdx,en,magazine-job-change-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-job-interview-guide.mdx,en,magazine-job-interview-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-journaling-guide.mdx,en,magazine-journaling-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-korean-history-guide.mdx,en,magazine-korean-history-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-labor-law-rights-guide.mdx,en,magazine-labor-law-rights-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-leadership-style-psychology.mdx,en,magazine-leadership-style-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-learning-style-guide.mdx,en,magazine-learning-style-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-lease-contract-guide.mdx,en,magazine-lease-contract-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-legal-interest-guide.mdx,en,magazine-legal-interest-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-life-insurance-guide.mdx,en,magazine-life-insurance-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-life-values-psychology.mdx,en,magazine-life-values-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-loneliness-guide.mdx,en,magazine-loneliness-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-love-language-psychology.mdx,en,magazine-love-language-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-mac-buying-guide.mdx,en,magazine-mac-buying-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-marriage-preparation-guide.mdx,en,magazine-marriage-preparation-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-mbti-career-psychology.mdx,en,magazine-mbti-career-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-mbti-cognitive-functions.mdx,en,magazine-mbti-cognitive-functions,Magazine,,magazine,,,1
src/content/blog/en/magazine-mbti-love-psychology.mdx,en,magazine-mbti-love-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-meeting-cost-psychology.mdx,en,magazine-meeting-cost-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-memory-learning-guide.mdx,en,magazine-memory-learning-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-menopause-guide.mdx,en,magazine-menopause-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-mental-health-treatment-guide.mdx,en,magazine-mental-health-treatment-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-migraine-headache-guide.mdx,en,magazine-migraine-headache-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-mindfulness-guide.mdx,en,magazine-mindfulness-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-mindfulness-meditation-guide.mdx,en,magazine-mindfulness-meditation-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-minimalism-life-guide.mdx,en,magazine-minimalism-life-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-motivation-type-psychology.mdx,en,magazine-motivation-type-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-moving-guide.mdx,en,magazine-moving-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-national-pension-guide.mdx,en,magazine-national-pension-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-negotiation-psychology.mdx,en,magazine-negotiation-psychology,Magazine,,magazine,,,0
src/content/blog/en/magazine-negotiation-skills-guide.mdx,en,magazine-negotiation-skills-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-newlywed-finance-guide.mdx,en,magazine-newlywed-finance-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-nutrition-basics-guide.mdx,en,magazine-nutrition-basics-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-nutrition-diet-guide.mdx,en,magazine-nutrition-diet-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-optimism-psychology.mdx,en,magazine-optimism-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-overseas-shopping-guide.mdx,en,magazine-overseas-shopping-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-panic-disorder-guide.mdx,en,magazine-panic-disorder-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-parental-leave-guide.mdx,en,magazine-parental-leave-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-parenting-psychology-guide.mdx,en,magazine-parenting-psychology-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-parents-elder-care-guide.mdx,en,magazine-parents-elder-care-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-pension-savings-guide.mdx,en,magazine-pension-savings-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-perfectionism-psychology.mdx,en,magazine-perfectionism-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-personal-bankruptcy-guide.mdx,en,magazine-personal-bankruptcy-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-personal-branding-guide.mdx,en,magazine-personal-branding-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-personal-finance-beginner.mdx,en,magazine-personal-finance-beginner,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-pet-care-guide.mdx,en,magazine-pet-care-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-photography-basics-guide.mdx,en,magazine-photography-basics-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-pilates-guide.mdx,en,magazine-pilates-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-postpartum-depression-guide.mdx,en,magazine-postpartum-depression-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-posture-correction-guide.mdx,en,magazine-posture-correction-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-pregnancy-preparation-guide.mdx,en,magazine-pregnancy-preparation-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-procrastination-psychology.mdx,en,magazine-procrastination-psychology,Magazine,magazine,magazine,,,1
src/content/blog/en/magazine-property-tax-guide.mdx,en,magazine-property-tax-guide,Magazine,magazine,magazine,,,1
src/content/blog/en/magazine-public-enterprise-guide.mdx,en,magazine-public-enterprise-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-public-speaking-guide.mdx,en,magazine-public-speaking-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-qualification-strategy-guide.mdx,en,magazine-qualification-strategy-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-quitting-smoking-guide.mdx,en,magazine-quitting-smoking-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-reading-habit-guide.mdx,en,magazine-reading-habit-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-real-estate-investment-guide.mdx,en,magazine-real-estate-investment-guide,Magazine,magazine,magazine,,,0
src/content/blog/en/magazine-real-estate-tax-guide.mdx,en,magazine-real-estate-tax-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-relationship-communication-guide.mdx,en,magazine-relationship-communication-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-relationships-communication-guide.mdx,en,magazine-relationships-communication-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-remote-work-guide.mdx,en,magazine-remote-work-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-resilience-psychology.mdx,en,magazine-resilience-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-resume-writing-guide.mdx,en,magazine-resume-writing-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-retirement-abroad-guide.mdx,en,magazine-retirement-abroad-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-retirement-asset-allocation.mdx,en,magazine-retirement-asset-allocation,Magazine,,magazine,,,0
src/content/blog/en/magazine-riasec-career-test.mdx,en,magazine-riasec-career-test,Magazine,,magazine,,,1
src/content/blog/en/magazine-running-guide.mdx,en,magazine-running-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-salary-calculator-guide.mdx,en,magazine-salary-calculator-guide,Magazine,,magazine,,,1
src/content/blog/en/magazine-self-care-guide.mdx,en,magazine-self-care-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-self-compassion-psychology.mdx,en,magazine-self-compassion-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-self-discovery-guide.mdx,en,magazine-self-discovery-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-self-employed-insurance-guide.mdx,en,magazine-self-employed-insurance-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-self-employed-tax-guide.mdx,en,magazine-self-employed-tax-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-self-esteem-psychology.mdx,en,magazine-self-esteem-psychology,Magazine,,magazine,,,1
src/content/blog/en/magazine-senior-health-guide.mdx,en,magazine-senior-health-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-severance-pay-guide.mdx,en,magazine-severance-pay-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-side-hustle-ideas-guide.mdx,en,magazine-side-hustle-ideas-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-side-income-guide.mdx,en,magazine-side-income-guide,Magazine,,magazine,,,0
src/content/blog/en/magazine-skin-care-guide.mdx,en,magazine-skin-care-guide,Magazine,,magazine,,,0
